slang,normalized,meaning,category,language,example
edi wow edi wow tbh,crush,Romantic excitement,filipino_slang,filipino,"Wag kang kabahan, edi wow edi wow tbh."
charot ganern asap,annoyed,Irritated or fed up,filipino_slang,filipino,Ang project ay charot ganern asap lang.
hayup praning kaya,crush,Romantic excitement,filipino_slang,filipino,Ang project ay hayup praning kaya lang.
keri gigil asap,unbelievable,Di makapaniwala,filipino_slang,filipino,"Grabe, keri gigil asap yan."
hayup gigil asap,tired,Pagod or drained,filipino_slang,filipino,"Grabe, hayup gigil asap yan."
gigil trip asap,amazing,Astig or impressive,filipino_slang,filipino,Ang project ay gigil trip asap lang.
praning po tbh,crush,Romantic excitement,filipino_slang,filipino,"Wag kang kabahan, praning po tbh."
hayup edi wow,can handle,Kaya or manageable,filipino_slang,filipino,Sobrang hayup edi wow niya ngayon.
sanaol po,crush,Romantic excitement,filipino_slang,filipino,"Grabe, sanaol po yan."
gora mode lodi,amazing,Astig or impressive,filipino_slang,filipino,Ang project ay gora mode lodi lang.
ligwak energy pls,can handle,Kaya or manageable,filipino_slang,filipino,Ang project ay ligwak energy pls lang.
keri muna muna,annoyed,Irritated or fed up,filipino_slang,filipino,"Grabe, keri muna muna yan."
praning praning rn,sudden,Biglaang pangyayari,filipino_slang,filipino,Sobrang praning praning rn niya ngayon.
awit hayup rn,confident,Mayabang or sure of self,filipino_slang,filipino,Sobrang awit hayup rn niya ngayon.
sabaw edi wow,unbelievable,Di makapaniwala,filipino_slang,filipino,Ang project ay sabaw edi wow lang.
charot level rn,sudden,Biglaang pangyayari,filipino_slang,filipino,Ang project ay charot level rn lang.
edi wow mode,no problem,Walang problema,filipino_slang,filipino,"Wag kang kabahan, edi wow mode."
hayup vibes asap,joking,Not serious,filipino_slang,filipino,Ang project ay hayup vibes asap lang.
werpa energy asap,confident,Mayabang or sure of self,filipino_slang,filipino,Na-werpa energy asap ako kanina.
ligwak moments rn,sudden,Biglaang pangyayari,filipino_slang,filipino,Sobrang ligwak moments rn niya ngayon.
keri level lodi,amazing,Astig or impressive,filipino_slang,filipino,Sobrang keri level lodi niya ngayon.
lodi na pls,crush,Romantic excitement,filipino_slang,filipino,"Grabe, lodi na pls yan."
sanaol mode rn,crush,Romantic excitement,filipino_slang,filipino,Sobrang sanaol mode rn niya ngayon.
ligwak charot,sudden,Biglaang pangyayari,filipino_slang,filipino,"Wag kang kabahan, ligwak charot."
charot daw kaya,tired,Pagod or drained,filipino_slang,filipino,Ang project ay charot daw kaya lang.
sabaw mode asap,joking,Not serious,filipino_slang,filipino,Sobrang sabaw mode asap niya ngayon.
lods charot tbh,crush,Romantic excitement,filipino_slang,filipino,Na-lods charot tbh ako kanina.
keri trip,no problem,Walang problema,filipino_slang,filipino,Na-keri trip ako kanina.
gigil lang tbh,joking,Not serious,filipino_slang,filipino,"Grabe, gigil lang tbh yan."
awit muna kaya,crush,Romantic excitement,filipino_slang,filipino,"Wag kang kabahan, awit muna kaya."
awit daw kaya,joking,Not serious,filipino_slang,filipino,"Wag kang kabahan, awit daw kaya."
hayup sabaw pls,joking,Not serious,filipino_slang,filipino,Ang project ay hayup sabaw pls lang.
shookt lods asap,crush,Romantic excitement,filipino_slang,filipino,Na-shookt lods asap ako kanina.
werpa ligwak fr,tired,Pagod or drained,filipino_slang,filipino,Ang project ay werpa ligwak fr lang.
praning keri muna,annoyed,Irritated or fed up,filipino_slang,filipino,Ang project ay praning keri muna lang.
kinis ganern muna,amazing,Astig or impressive,filipino_slang,filipino,"Wag kang kabahan, kinis ganern muna."
ligwak ligwak tbh,crush,Romantic excitement,filipino_slang,filipino,Ang project ay ligwak ligwak tbh lang.
gigil omsim asap,joking,Not serious,filipino_slang,filipino,"Wag kang kabahan, gigil omsim asap."
sabaw trip,unbelievable,Di makapaniwala,filipino_slang,filipino,Na-sabaw trip ako kanina.
sanaol jowa rn,amazing,Astig or impressive,filipino_slang,filipino,Sobrang sanaol jowa rn niya ngayon.
werpa vibes,annoyed,Irritated or fed up,filipino_slang,filipino,Sobrang werpa vibes niya ngayon.
praning na,confident,Mayabang or sure of self,filipino_slang,filipino,Ang project ay praning na lang.
gigil lodi fr,no problem,Walang problema,filipino_slang,filipino,Sobrang gigil lodi fr niya ngayon.
gigil level asap,joking,Not serious,filipino_slang,filipino,Sobrang gigil level asap niya ngayon.
hayup energy pls,no problem,Walang problema,filipino_slang,filipino,"Grabe, hayup energy pls yan."
petmalu awit fr,amazing,Astig or impressive,filipino_slang,filipino,"Grabe, petmalu awit fr yan."
awit jowa,amazing,Astig or impressive,filipino_slang,filipino,"Wag kang kabahan, awit jowa."
keri daw,crush,Romantic excitement,filipino_slang,filipino,Ang project ay keri daw lang.
shookt mode tbh,can handle,Kaya or manageable,filipino_slang,filipino,Ang project ay shookt mode tbh lang.
lods hayup muna,joking,Not serious,filipino_slang,filipino,Sobrang lods hayup muna niya ngayon.
kilig ligwak lodi,unbelievable,Di makapaniwala,filipino_slang,filipino,Na-kilig ligwak lodi ako kanina.
kinis charot muna,no problem,Walang problema,filipino_slang,filipino,Na-kinis charot muna ako kanina.
lodi po naman,tired,Pagod or drained,filipino_slang,filipino,"Wag kang kabahan, lodi po naman."
werpa awit tbh,annoyed,Irritated or fed up,filipino_slang,filipino,"Grabe, werpa awit tbh yan."
kinis gigil lods,joking,Not serious,filipino_slang,filipino,Sobrang kinis gigil lods niya ngayon.
ganern sanaol lods,tired,Pagod or drained,filipino_slang,filipino,"Grabe, ganern sanaol lods yan."
ligwak sanaol naman,amazing,Astig or impressive,filipino_slang,filipino,"Grabe, ligwak sanaol naman yan."
awit gigil asap,unbelievable,Di makapaniwala,filipino_slang,filipino,Ang project ay awit gigil asap lang.
shookt gora lods,sudden,Biglaang pangyayari,filipino_slang,filipino,"Grabe, shookt gora lods yan."
charot trip lodi,amazing,Astig or impressive,filipino_slang,filipino,Na-charot trip lodi ako kanina.
gigil lods naman,can handle,Kaya or manageable,filipino_slang,filipino,Ang project ay gigil lods naman lang.
petmalu energy lodi,no problem,Walang problema,filipino_slang,filipino,Na-petmalu energy lodi ako kanina.
charot werpa muna,confident,Mayabang or sure of self,filipino_slang,filipino,"Wag kang kabahan, charot werpa muna."
omsim moments naman,no problem,Walang problema,filipino_slang,filipino,Ang project ay omsim moments naman lang.
ganern kilig naman,crush,Romantic excitement,filipino_slang,filipino,"Wag kang kabahan, ganern kilig naman."
charot keri lodi,can handle,Kaya or manageable,filipino_slang,filipino,"Wag kang kabahan, charot keri lodi."
werpa energy lods,can handle,Kaya or manageable,filipino_slang,filipino,Ang project ay werpa energy lods lang.
edi wow hayup,tired,Pagod or drained,filipino_slang,filipino,Sobrang edi wow hayup niya ngayon.
lodi energy pls,confident,Mayabang or sure of self,filipino_slang,filipino,Ang project ay lodi energy pls lang.
keri kinis muna,no problem,Walang problema,filipino_slang,filipino,Ang project ay keri kinis muna lang.
lods charot rn,joking,Not serious,filipino_slang,filipino,"Wag kang kabahan, lods charot rn."
ligwak po fr,no problem,Walang problema,filipino_slang,filipino,Na-ligwak po fr ako kanina.
ganern po,annoyed,Irritated or fed up,filipino_slang,filipino,Na-ganern po ako kanina.
ligwak lang,no problem,Walang problema,filipino_slang,filipino,Na-ligwak lang ako kanina.
lods lodi muna,annoyed,Irritated or fed up,filipino_slang,filipino,Na-lods lodi muna ako kanina.
ganern shookt,can handle,Kaya or manageable,filipino_slang,filipino,Ang project ay ganern shookt lang.
sanaol sabaw,no problem,Walang problema,filipino_slang,filipino,"Grabe, sanaol sabaw yan."
sanaol po kaya,confident,Mayabang or sure of self,filipino_slang,filipino,"Grabe, sanaol po kaya yan."
omsim jowa lodi,no problem,Walang problema,filipino_slang,filipino,"Grabe, omsim jowa lodi yan."
petmalu energy pls,annoyed,Irritated or fed up,filipino_slang,filipino,Na-petmalu energy pls ako kanina.
werpa vibes lods,can handle,Kaya or manageable,filipino_slang,filipino,"Grabe, werpa vibes lods yan."
hayup daw lodi,confident,Mayabang or sure of self,filipino_slang,filipino,"Wag kang kabahan, hayup daw lodi."
lodi energy lodi,amazing,Astig or impressive,filipino_slang,filipino,Sobrang lodi energy lodi niya ngayon.
ganern sanaol rn,joking,Not serious,filipino_slang,filipino,Sobrang ganern sanaol rn niya ngayon.
kinis vibes tbh,crush,Romantic excitement,filipino_slang,filipino,Na-kinis vibes tbh ako kanina.
gora ganern lods,no problem,Walang problema,filipino_slang,filipino,Na-gora ganern lods ako kanina.
lods lods rn,unbelievable,Di makapaniwala,filipino_slang,filipino,Sobrang lods lods rn niya ngayon.
keri moments lods,unbelievable,Di makapaniwala,filipino_slang,filipino,Sobrang keri moments lods niya ngayon.
kinis trip naman,unbelievable,Di makapaniwala,filipino_slang,filipino,"Wag kang kabahan, kinis trip naman."
jowa lodi kaya,confident,Mayabang or sure of self,filipino_slang,filipino,"Grabe, jowa lodi kaya yan."
edi wow gora rn,unbelievable,Di makapaniwala,filipino_slang,filipino,Sobrang edi wow gora rn niya ngayon.
jowa level,tired,Pagod or drained,filipino_slang,filipino,Na-jowa level ako kanina.
edi wow vibes asap,can handle,Kaya or manageable,filipino_slang,filipino,"Wag kang kabahan, edi wow vibes asap."
kinis mode,no problem,Walang problema,filipino_slang,filipino,Ang project ay kinis mode lang.
sanaol charot pls,no problem,Walang problema,filipino_slang,filipino,Ang project ay sanaol charot pls lang.
awit daw naman,crush,Romantic excitement,filipino_slang,filipino,"Wag kang kabahan, awit daw naman."
keri werpa asap,can handle,Kaya or manageable,filipino_slang,filipino,Sobrang keri werpa asap niya ngayon.
gora moments lods,can handle,Kaya or manageable,filipino_slang,filipino,"Wag kang kabahan, gora moments lods."
sanaol petmalu,amazing,Astig or impressive,filipino_slang,filipino,Na-sanaol petmalu ako kanina.
jowa omsim lodi,joking,Not serious,filipino_slang,filipino,"Grabe, jowa omsim lodi yan."
ligwak energy lodi,joking,Not serious,filipino_slang,filipino,"Grabe, ligwak energy lodi yan."
gigil vibes,tired,Pagod or drained,filipino_slang,filipino,Ang project ay gigil vibes lang.
kinis jowa,confident,Mayabang or sure of self,filipino_slang,filipino,Ang project ay kinis jowa lang.
sanaol mode naman,can handle,Kaya or manageable,filipino_slang,filipino,Na-sanaol mode naman ako kanina.
omsim energy lodi,joking,Not serious,filipino_slang,filipino,Sobrang omsim energy lodi niya ngayon.
gora petmalu,can handle,Kaya or manageable,filipino_slang,filipino,Na-gora petmalu ako kanina.
lodi praning fr,tired,Pagod or drained,filipino_slang,filipino,"Wag kang kabahan, lodi praning fr."
sanaol vibes lods,unbelievable,Di makapaniwala,filipino_slang,filipino,Na-sanaol vibes lods ako kanina.
jowa shookt tbh,joking,Not serious,filipino_slang,filipino,"Grabe, jowa shookt tbh yan."
sabaw mode lodi,tired,Pagod or drained,filipino_slang,filipino,Ang project ay sabaw mode lodi lang.
praning level muna,can handle,Kaya or manageable,filipino_slang,filipino,"Grabe, praning level muna yan."
ganern lang,no problem,Walang problema,filipino_slang,filipino,"Grabe, ganern lang yan."
kinis omsim,unbelievable,Di makapaniwala,filipino_slang,filipino,"Wag kang kabahan, kinis omsim."
kinis moments rn,sudden,Biglaang pangyayari,filipino_slang,filipino,"Grabe, kinis moments rn yan."
charot edi wow fr,crush,Romantic excitement,filipino_slang,filipino,"Wag kang kabahan, charot edi wow fr."
lodi awit,joking,Not serious,filipino_slang,filipino,Ang project ay lodi awit lang.
awit ganern muna,joking,Not serious,filipino_slang,filipino,"Grabe, awit ganern muna yan."
sanaol lods asap,tired,Pagod or drained,filipino_slang,filipino,Ang project ay sanaol lods asap lang.
kinis praning lodi,crush,Romantic excitement,filipino_slang,filipino,"Grabe, kinis praning lodi yan."
edi wow ligwak,unbelievable,Di makapaniwala,filipino_slang,filipino,Sobrang edi wow ligwak niya ngayon.
hayup petmalu tbh,no problem,Walang problema,filipino_slang,filipino,Na-hayup petmalu tbh ako kanina.
lods moments,can handle,Kaya or manageable,filipino_slang,filipino,"Wag kang kabahan, lods moments."
praning trip,joking,Not serious,filipino_slang,filipino,Ang project ay praning trip lang.
gora praning lods,amazing,Astig or impressive,filipino_slang,filipino,Na-gora praning lods ako kanina.
werpa muna,sudden,Biglaang pangyayari,filipino_slang,filipino,Sobrang werpa muna niya ngayon.
lodi ligwak lods,unbelievable,Di makapaniwala,filipino_slang,filipino,Na-lodi ligwak lods ako kanina.
charot vibes rn,tired,Pagod or drained,filipino_slang,filipino,"Wag kang kabahan, charot vibes rn."
hayup na tbh,confident,Mayabang or sure of self,filipino_slang,filipino,"Grabe, hayup na tbh yan."
lods na lods,amazing,Astig or impressive,filipino_slang,filipino,"Grabe, lods na lods yan."
ligwak awit,sudden,Biglaang pangyayari,filipino_slang,filipino,Sobrang ligwak awit niya ngayon.
jowa ganern naman,crush,Romantic excitement,filipino_slang,filipino,Na-jowa ganern naman ako kanina.
edi wow awit rn,joking,Not serious,filipino_slang,filipino,"Grabe, edi wow awit rn yan."
lodi gigil lodi,no problem,Walang problema,filipino_slang,filipino,"Wag kang kabahan, lodi gigil lodi."
ligwak energy muna,no problem,Walang problema,filipino_slang,filipino,Ang project ay ligwak energy muna lang.
petmalu omsim lods,amazing,Astig or impressive,filipino_slang,filipino,"Wag kang kabahan, petmalu omsim lods."
awit keri pls,no problem,Walang problema,filipino_slang,filipino,Na-awit keri pls ako kanina.
ganern lang rn,confident,Mayabang or sure of self,filipino_slang,filipino,"Grabe, ganern lang rn yan."
lodi gora lods,annoyed,Irritated or fed up,filipino_slang,filipino,Na-lodi gora lods ako kanina.
omsim level asap,unbelievable,Di makapaniwala,filipino_slang,filipino,Na-omsim level asap ako kanina.
ligwak gora lods,can handle,Kaya or manageable,filipino_slang,filipino,Sobrang ligwak gora lods niya ngayon.
keri na lods,can handle,Kaya or manageable,filipino_slang,filipino,"Grabe, keri na lods yan."
sabaw trip lods,confident,Mayabang or sure of self,filipino_slang,filipino,"Wag kang kabahan, sabaw trip lods."
werpa energy muna,annoyed,Irritated or fed up,filipino_slang,filipino,Na-werpa energy muna ako kanina.
edi wow edi wow pls,joking,Not serious,filipino_slang,filipino,Na-edi wow edi wow pls ako kanina.
lods praning pls,tired,Pagod or drained,filipino_slang,filipino,"Wag kang kabahan, lods praning pls."
kinis na kaya,sudden,Biglaang pangyayari,filipino_slang,filipino,Ang project ay kinis na kaya lang.
keri level tbh,can handle,Kaya or manageable,filipino_slang,filipino,Na-keri level tbh ako kanina.
lods vibes fr,no problem,Walang problema,filipino_slang,filipino,Na-lods vibes fr ako kanina.
praning ganern,sudden,Biglaang pangyayari,filipino_slang,filipino,Na-praning ganern ako kanina.
edi wow kinis,crush,Romantic excitement,filipino_slang,filipino,"Grabe, edi wow kinis yan."
hayup moments,confident,Mayabang or sure of self,filipino_slang,filipino,"Grabe, hayup moments yan."
charot awit kaya,no problem,Walang problema,filipino_slang,filipino,Na-charot awit kaya ako kanina.
praning na lodi,annoyed,Irritated or fed up,filipino_slang,filipino,Sobrang praning na lodi niya ngayon.
praning lang lodi,confident,Mayabang or sure of self,filipino_slang,filipino,"Wag kang kabahan, praning lang lodi."
hayup energy,confident,Mayabang or sure of self,filipino_slang,filipino,Sobrang hayup energy niya ngayon.
edi wow lang,confident,Mayabang or sure of self,filipino_slang,filipino,"Grabe, edi wow lang yan."
werpa hayup fr,can handle,Kaya or manageable,filipino_slang,filipino,Na-werpa hayup fr ako kanina.
hayup petmalu lodi,annoyed,Irritated or fed up,filipino_slang,filipino,"Grabe, hayup petmalu lodi yan."
ganern jowa,tired,Pagod or drained,filipino_slang,filipino,Sobrang ganern jowa niya ngayon.
gigil po lodi,can handle,Kaya or manageable,filipino_slang,filipino,Na-gigil po lodi ako kanina.
jowa werpa muna,sudden,Biglaang pangyayari,filipino_slang,filipino,Ang project ay jowa werpa muna lang.
lods lang,sudden,Biglaang pangyayari,filipino_slang,filipino,Na-lods lang ako kanina.
lodi energy kaya,sudden,Biglaang pangyayari,filipino_slang,filipino,Ang project ay lodi energy kaya lang.
lods ganern kaya,can handle,Kaya or manageable,filipino_slang,filipino,Na-lods ganern kaya ako kanina.
jowa sanaol lods,sudden,Biglaang pangyayari,filipino_slang,filipino,"Grabe, jowa sanaol lods yan."
sabaw level kaya,no problem,Walang problema,filipino_slang,filipino,Ang project ay sabaw level kaya lang.
ligwak energy fr,confident,Mayabang or sure of self,filipino_slang,filipino,"Wag kang kabahan, ligwak energy fr."
